,Iq_RMS,Id_RMS,Is_RMS,Iq_Pk,Id_Pk,Is_Pk,currentAngle,psiM_RMS,psiD_RMS,psiQ_RMS,psiM_Pk,psiD_Pk,psiQ_Pk,Lq,Ld,Torque(Nm),TopSpeed
766,260.0,-170.0,310.6,367.6955262170047,-240.41630560342617,439.2547324730834,-33.2,0.03945224861422632,0.024085198281903433,0.06224989198896847,0.05579390505635401,0.034061614062713005,0.0880346415070595,0.00023942266149603258,9.039441371954638e-05,-204.01549744801065,5841.128826141357
767,260.0,-180.0,316.2,367.6955262170047,-254.55844122715712,447.1743284223727,-34.7,0.0394522484843827,0.023128176588602316,0.062378371595251746,0.0557939048727274,0.0327081810045613,0.08821633910875366,0.00023991681382789127,9.068928830989102e-05,-208.5292489925612,5860.34688949585
768,260.0,-190.0,322.0,367.6955262170047,-268.70057685088807,455.37676708413665,-36.2,0.03945224834109451,0.022167140382082586,0.062497093324010725,0.055793904670087296,0.031349070567369505,0.08838423698771299,0.0002403734358615797,9.097425241585223e-05,-213.01690553397177,5879.443740844727
769,260.0,-200.0,328.0,367.6955262170047,-282.842712474619,463.8620484583752,-37.6,0.03945224835752789,0.021202373127706575,0.06260578674762787,0.05579390469332761,0.029984683631697498,0.08853795270153313,0.00024079148749087643,9.124937614910658e-05,-217.47363188870503,5898.416996002197
770,260.0,-210.0,334.2,367.6955262170047,-296.98484809834997,472.6301725450884,-38.9,0.03945224781897648,0.020234438462070153,0.06270425878113345,0.0557939039317009,0.028615817300063403,0.08867721318683117,0.00024117022608128254,9.151337789003013e-05,-221.89259196271937,5917.251396179199
771,260.0,-220.0,340.6,367.6955262170047,-311.1269837220809,481.68113934427623,-40.2,0.03945224822753316,0.019263781601070288,0.06279229698494339,0.0557939045094873,0.0272431012028269,0.08880171800866615,0.00024150883455747457,9.176575739301307e-05,-226.2675701461358,5935.938549041748
772,260.0,-230.0,347.1,367.6955262170047,-325.2691193458119,490.87352749970137,-41.5,0.039452248641774275,0.01829068418183451,0.06286971714465983,0.0557939050953127,0.025866933635033406,0.08891120664853823,0.00024180660440253782,9.20068019997381e-05,-230.59472429101834,5954.473686218262
773,260.0,-240.0,353.8,367.6955262170047,-339.4112549695428,500.3487583676011,-42.7,0.0394522486799859,0.017315666442175942,0.06293660980178757,0.055793905149352105,0.024488050324053896,0.08900580715147145,0.0002420638838530291,9.223575932420817e-05,-234.86960097557846,5972.823333740234
774,260.0,-250.0,360.7,367.6955262170047,-353.5533905932738,510.1068319479754,-43.9,0.03945224906236449,0.0163394566863444,0.06299345893207708,0.055793905690117086,0.023107481247636005,0.089086203962536,0.0002422825343541427,9.245116950408035e-05,-239.086957300511,5990.915012359619
775,260.0,-260.0,367.7,367.6955262170047,-367.6955262170047,520.0063268845871,-45.0,0.03945224959003112,0.015362525868144034,0.0630407478402973,0.0557939064363504,0.021725892435036802,0.08915308057789084,0.00024246441477037423,9.265278354571957e-05,-243.2428815373113,6008.683395385742
776,260.0,-270.0,374.8,367.6955262170047,-381.8376618407357,530.047243177436,-46.1,0.039452249351832516,0.01438510708199621,0.06307884315533026,0.055793906099486694,0.0203436135315483,0.08920695548907333,0.00024261093521280868,9.284126766606039e-05,-247.33482544254065,6026.078510284424
777,260.0,-280.0,382.1,367.6955262170047,-395.9797974644666,540.3710021827596,-47.1,0.03945224913535977,0.013407458936247101,0.06310808073922253,0.055793905793347996,0.018961010264601,0.0892483036767448,0.00024272338745854818,9.301710785397379e-05,-251.36084052311932,6043.052577972412
778,260.0,-290.0,389.5,367.6955262170047,-410.1219330881976,550.8361825443205,-48.1,0.039452249423205334,0.012429822678077311,0.06312871880604111,0.055793906200423106,0.0175784238092296,0.08927749031074081,0.00024280276463861964,9.318078187975179e-05,-255.31892030887735,6059.5648765563965
779,260.0,-300.0,397.0,367.6955262170047,-424.26406871192853,561.4427842621187,-49.1,0.039452249682856357,0.011452434545045291,0.06314101549453771,0.055793906567625104,0.0161961882557932,0.08929488045438498,0.00024285005959437576,9.333271712603689e-05,-259.20678669190374,6075.5754470825195
780,270.0,-10.0,270.2,381.8376618407357,-14.142135623730951,382.1205045532103,-2.1,0.03913577049700124,0.03829846403247477,0.05962261568469114,0.055346337410779996,0.054162207252784,0.08431911172544904,0.0002208245025358931,8.373064645264689e-05,-135.13260660995948,5501.808261871338
781,270.0,-20.0,270.7,381.8376618407357,-28.284271247461902,382.82761133439686,-4.2,0.03913576857027371,0.03745550990051072,0.05991800980952757,0.0553463346859758,0.052970090086902,0.08473686210303805,0.00022191855485010213,8.401293348814961e-05,-139.67256434076762,5517.512798309326
782,270.0,-30.0,271.7,381.8376618407357,-42.42640687119285,384.2418248967699,-6.3,0.03913577033390438,0.03660645908207746,0.06020347159873759,0.0553463371801262,0.0517693509043297,0.08514056603687814,0.00022297582073606514,8.431037506089732e-05,-144.2293066865976,5533.378601074219
783,270.0,-40.0,272.9,381.8376618407357,-56.568542494923804,385.93888117161765,-8.4,0.03913577169561851,0.03575083441218636,0.0604789878733773,0.05534633910588079,0.050559314891868705,0.08553020488912813,0.00022399625138287888,8.462343208580376e-05,-148.80298058361376,5549.420642852783
784,270.0,-50.0,274.6,381.8376618407357,-70.71067811865476,388.34304422765194,-10.5,0.03913577064287652,0.0348881246123844,0.06074446801215665,0.05534633761707881,0.0493392589925966,0.08590565050193058,0.00022497951115613572,8.495292060984246e-05,-153.39287066079203,5565.658378601074
785,270.0,-60.0,276.6,381.8376618407357,-84.8528137423857,391.17147135239816,-12.5,0.03913576895346428,0.034017930365338254,0.0609998503314217,0.0553463352278891,0.048108618486524896,0.0862668156414255,0.00022592537159785817,8.529730980210044e-05,-157.99799570727373,5582.103538513184
